0,AUS_CCUS,CAN_CCUS,DNK_CCUS,JPN_CCUS,MEX_CCUS,NZL_CCUS,NOR_CCUS,SWE_CCUS,CHE_CCUS,GBR_CCUS,BRA_CCUS,IND_CCUS,ZAF_CCUS,EA19_CCUS
2021-04,1.300759,1.249905,6.220209,109.0895,20.02527,1.403216,8.392255,8.508204,0.9235591,0.7223577,5.561535,74.47221,14.40787,0.8360318
2021-05,1.28879,1.212333,6.122376,109.0814,19.91764,1.383526,8.301252,8.349481,0.9026428,0.7097371,5.290448,73.26774,14.06021,0.8229414
2021-06,1.307368,1.221864,6.173473,110.0782,19.94855,1.407643,8.421954,8.394028,0.9079182,0.7131137,5.031305,73.55826,13.91672,0.8300123
2021-07,1.346964,1.252268,6.291214,110.2309,19.92552,1.432826,8.777891,8.6278,0.9180455,0.7242691,5.156027,74.52697,14.53294,0.8456845
2021-08,1.369168,1.259677,6.317677,109.8073,20.02157,1.433421,8.851563,8.677695,0.9142364,0.7248005,5.251123,74.18459,14.78898,0.8498136
2021-09,1.365836,1.266745,6.317909,110.1464,20.00173,1.417695,8.654127,8.638827,0.9223545,0.7282555,5.27909,73.56341,14.53233,0.8496259
2021-10,1.352767,1.2439,6.412843,113.0833,20.45407,1.417002,8.459747,8.672719,0.9235857,0.7301762,5.539375,74.91528,14.85871,0.8620081
2021-11,1.367691,1.256445,6.516805,114.015,20.79525,1.426514,8.733673,8.801168,0.9218773,0.7437059,5.55626,74.49651,15.51256,0.8767496
2021-12,1.397209,1.279578,6.578561,113.9235,20.83254,1.472721,8.962948,9.09043,0.9209348,0.7511087,5.650604,75.37252,15.86954,0.8848417
2022-01,1.392743,1.261848,6.576943,114.891,20.45195,1.483191,8.844981,9.134967,0.9187,0.7376738,5.533505,74.4416,15.49117,0.8833867
2022-02,1.397155,1.271675,6.560795,115.1535,20.4118,1.497691,8.865125,9.29104,0.922685,0.7386975,5.195979,75.00313,15.21338,0.881508
2022-03,1.357357,1.265787,6.7526,118.5474,20.49295,1.456023,8.836652,9.571517,0.9297,0.7591213,4.967782,76.24447,14.9786,0.9073148
2022-04,1.351738,1.262671,6.878281,126.3362,20.01257,1.480599,8.896714,9.531191,0.9430905,0.7737271,4.757416,76.16783,14.95381,0.9258667
2022-05,1.418296,1.285123,7.036755,128.8645,19.97522,1.56232,9.599669,9.925323,0.9794636,0.8034723,4.95445,77.31927,15.90106,0.9453386
2022-06,1.422005,1.281364,7.041491,133.8418,19.95293,1.575488,9.748646,10.01667,0.9691318,0.8120432,5.04861,78.07458,15.77125,0.9465078
2022-07,1.459024,1.293962,7.312657,136.7924,20.47002,1.614011,10.00424,10.38347,0.9695619,0.8340634,5.367476,79.60155,16.8427,0.9822438
2022-08,1.436478,1.291744,7.345987,135.25,20.07446,1.595957,9.706826,10.37685,0.9569783,0.8345848,5.140488,79.55505,16.68452,0.9870731
2022-09,1.496155,1.332723,7.510832,143.2168,20.01561,1.688474,10.27347,10.88084,0.9729409,0.883185,5.236357,80.23155,17.5498,1.01043
2022-10,1.570795,1.37001,7.571671,147.0405,19.95526,1.756963,10.5775,11.12899,0.9956667,0.8843591,5.249695,82.34012,18.12261,1.016271
2022-11,1.517227,1.344536,7.295255,142.3759,19.42907,1.647868,10.13552,10.67112,0.9659091,0.8518927,5.274055,81.81052,17.47961,0.9800927
2022-12,1.482591,1.359291,7.023195,134.8295,19.54255,1.574961,9.86565,10.38042,0.9320545,0.8218241,5.241832,82.46421,17.28172,0.9445572
2023-01,1.439632,1.342723,6.907946,130.6164,18.94156,1.563497,9.950573,10.37999,0.9234955,0.8182718,5.197395,81.88899,17.09266,0.9285232
